,Unnamed: 0,Titr,URL,title,Date,text_file
676,677,Air Canada Expands Introductio,https://www.newswire.ca/news-releases/air-canada-expands-introduction-of-new-international-business-class-and-premium-economy-seating-516321821.html,,,
677,678,Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2014-results-516320001.html,,,
678,679,Air Canada Reports October Loa,https://www.newswire.ca/news-releases/air-canada-reports-october-load-factor-516314191.html,,,
679,680,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-100-employers-for-2015-516272531.html,,,
680,681,Air Canada Given Top Honours b,https://www.newswire.ca/news-releases/air-canada-given-top-honours-by-canadian-occupational-safety-magazines-safest-employers-awards-516254891.html,,,
681,682,Air Canada Welcomes Landmark A,https://www.newswire.ca/news-releases/air-canada-welcomes-landmark-agreement-with-its-pilots-516240741.html,,,
682,683,Air Canada announces that its ,https://www.newswire.ca/news-releases/air-canada-announces-that-its-shares-will-trade-on-the-toronto-stock-exchange-under-a-single-ticker-516098891.html,,,
683,684,Air Canada to Present 2014 Thi,https://www.newswire.ca/news-releases/air-canada-to-present-2014-third-quarter-results-516088501.html,,,
684,685,Air Canada and the Air Canada ,https://www.newswire.ca/news-releases/air-canada-and-the-air-canada-pilots-association-reach-new-agreement-subject-to-ratification-on-contract-terms-for-10-years-515792811.html,,,
685,686,Air Canada Reports September L,https://www.newswire.ca/news-releases/air-canada-reports-september-load-factor-515792521.html,,,
686,687,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-airline-and-aerospace-investor-day-515744911.html,,,
687,688,Air Canada Announces New Appoi,https://www.newswire.ca/news-releases/air-canada-announces-new-appointment-to-board-of-directors-515737551.html,,,
688,689,Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515734751.html,,,
689,690,Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-toronto-to-mont-tremblant-quebec-515732911.html,,,
690,691,Air Canada Adds Montreal-Venic,https://www.newswire.ca/news-releases/air-canada-adds-montreal-venice-doubles-montreal-paris-flights-for-summer-2015-schedule-515695471.html,,,
691,692,Air Canada's International Exp,https://www.newswire.ca/news-releases/air-canadas-international-expansion-extends-to-amsterdam-515695291.html,,,
692,693,Air Canada Named Canada's Pref,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-canadian-business-travellers-in-ipsos-reid-study-515680061.html,,,
693,694,Air Canada Aligns Domestic Fir,https://www.newswire.ca/news-releases/air-canada-aligns-domestic-first-checked-bag-policy-with-other-canadian-carriers-515641611.html,,,
694,695,Air Canada to Launch Seasonal ,https://www.newswire.ca/news-releases/air-canada-to-launch-seasonal-flights-from-vancouver-to-osaka-japan-515626801.html,,,
695,696,Air Canada Executive Vice Pres,https://www.newswire.ca/news-releases/air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-cibc-13th-annual-eastern-institutional-investor-conference-515610631.html,,,
696,697,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-the-2014-rbc-capital-markets-global-industrials-conference-515431841.html,,,
697,698,Air Canada Announces New Execu,https://www.newswire.ca/news-releases/air-canada-announces-new-executive-appointment-515386151.html,,,
698,699,Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-cowen-and-company-global-transportation--aerospacedefense-conference-515383031.html,,,
699,700,Air Canada Issues 2013 Corpora,https://www.newswire.ca/news-releases/air-canada-issues-2013-corporate-sustainability-report-515357761.html,,,
700,701,Air Canada Expands Preferred S,https://www.newswire.ca/news-releases/air-canada-expands-preferred-seating-options-for-customers-seeking-additional-legroom-on-north-american-flights-515305591.html,,,
701,702,Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-raises-over-1000000-in-support-of-childrens-charities-across-canada-515234461.html,,,
702,703,Air Canada Reports Record Seco,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2014-results-515214051.html,,,
703,704,Air Canada Reports Record July,https://www.newswire.ca/news-releases/air-canada-reports-record-july-load-factor-515211411.html,,,
704,705,Air Canada rouge to Launch Sea,https://www.newswire.ca/news-releases/air-canada-rouge-to-launch-seasonal-flights-from-vancouver-to-palm-springs-california-515149721.html,,,
705,706,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2014-second-quarter-results-515135891.html,,,
706,707,Air Canada Celebrates Launch o,https://www.newswire.ca/news-releases/air-canada-celebrates-launch-of-its-boeing-787-dreamliner-to-tokyo-haneda-515127841.html,,,
707,708,Air Canada Named Best Airline ,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-for-fifth-consecutive-year-515070061.html,,,
708,709,Air Canada to Launch Non-Stop ,https://www.newswire.ca/news-releases/air-canada-to-launch-non-stop-service-to-panama-city-514916751.html,,,
709,710,Air Canada Reports Record June,https://www.newswire.ca/news-releases/air-canada-reports-record-june-load-factor-514905171.html,,,
710,711,Air Canada Launches Tokyo-Hane,https://www.newswire.ca/news-releases/air-canada-launches-tokyo-haneda-service-from-toronto-514575291.html,,,
711,712,Air Canada Achieves Single Day,https://www.newswire.ca/news-releases/air-canada-achieves-single-day-record-for-customers-carried-514564241.html,,,
712,713,Air Canada Opens Maple Leaf Lo,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514490471.html,,,
713,714,Air Canada Opens Maple Leaf Lo,https://www.newswire.ca/news-releases/air-canada-opens-maple-leaf-lounge-at-new-london-heathrow-terminal-2-showcasing-canadian-design-and-artwork-514489861.html,,,
714,715,Air Canada Moves to London Hea,https://www.newswire.ca/news-releases/air-canada-moves-to-london-heathrows-new-terminal-2-514469361.html,,,
715,716,Hot Summer Travel Tips for Coo,https://www.newswire.ca/news-releases/hot-summer-travel-tips-for-cool-air-canada-flying-514447471.html,,,
716,717,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-leveraged-finance-conference-514432921.html,,,
717,718,Air Canada Reports Record May ,https://www.newswire.ca/news-releases/air-canada-reports-record-may-load-factor-514418121.html,,,
718,719,"Air Canada President and CEO, ",https://www.newswire.ca/news-releases/air-canada-president-and-ceo-calin-rovinescu-named-iata-chairman-514409581.html,,,
719,720,"Air Canada St. John's, NL-Lond",https://www.newswire.ca/news-releases/air-canada-st-johns-nl-london-heathrow-flights-to-become-year-round-514395701.html,,,
720,721,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-national-bank-financial-4th-annual-quebec-conference-514389681.html,,,
721,722,Air Canada Increases Capacity ,https://www.newswire.ca/news-releases/air-canada-increases-capacity-to-charlottetown-during-peak-summer-celebrations-514372491.html,,,
722,723,Air Canada Announces Appointme,https://www.newswire.ca/news-releases/air-canada-announces-appointment-of-duncan-bureau-as-vice-president-global-sales-514364751.html,,,
723,724,Air Canada rouge Expands to Ha,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-hawaii-514362761.html,,,
724,725,Air Canada Ready to Implement ,https://www.newswire.ca/news-releases/air-canada-ready-to-implement-expanded-use-of-portable-electronic-devices-for-all-phases-of-flight-aboard-its-aircraft-514357041.html,,,
725,726,A new era for Air Canada: Airl,https://www.newswire.ca/news-releases/a-new-era-for-air-canada-airline-launches-major-new-marketing-campaign-may-20-514322441.html,,,
726,727,Air Canada Debuts New Internat,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514322111.html,,,
727,728,Air Canada Debuts New Internat,https://www.newswire.ca/news-releases/air-canada-debuts-new-international-cabin-interiors-with-arrival-of-first-boeing-787-dreamliner-514321491.html,,,
728,729,/R E P E A T -- Photo and Vide,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514319931.html,,,
729,730,Air Canada's Dreamliner Touche,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317971.html,,,
730,731,Air Canada's Dreamliner Touche,https://www.newswire.ca/news-releases/air-canadas-dreamliner-touches-down-in-toronto-514317941.html,,,
731,732,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-514315921.html,,,
732,733,/R E P E A T -- Photo and Vide,https://www.newswire.ca/news-releases/r-e-p-e-a-t----photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514313311.html,,,
733,734,Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2014-results-514300861.html,,,
734,735,Photo and Video Opportunity: A,https://www.newswire.ca/news-releases/photo-and-video-opportunity-air-canadas-new-787-dreamliner-debuts-in-canada---air-canada-invites-media-for-a-sneak-peak-at-its-first-dreamliner-514286021.html,,,
735,736,Air Canada to Launch Year-Roun,https://www.newswire.ca/news-releases/air-canada-to-launch-year-round-service-to-rio-de-janeiro-514260771.html,,,
736,737,Air Canada Reports Record Apri,https://www.newswire.ca/news-releases/air-canada-reports-record-april-load-factor-514241001.html,,,
737,738,Air Canada Opposes Proposed On,https://www.newswire.ca/news-releases/air-canada-opposes-proposed-ontario-budget-increases-to-aviation-fuel-taxes-514222441.html,,,
738,739,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2014-results-514219151.html,,,
739,740,Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-bank-of-america-merrill-lynch-2014-transportation-conference-514188811.html,,,
740,741,Air Canada Successfully Comple,https://www.newswire.ca/news-releases/air-canada-successfully-completes-us400-million-unsecured-financing-514089391.html,,,
741,742,Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-upsized-offering-of-unsecured-notes-514069411.html,,,
742,743,Air Canada is the First Canadi,https://www.newswire.ca/news-releases/air-canada-is-the-first-canadian-airline-to-offer-customers-wi-fi-connectivity-on-board-aircraft-across-north-america-514057011.html,,,
743,744,Air Canada Announces Proposed ,https://www.newswire.ca/news-releases/air-canada-announces-proposed-financing-transaction-514045731.html,,,
744,745,Air Canada Reports March Traff,https://www.newswire.ca/news-releases/air-canada-reports-march-traffic-results-and-provides-updates-for-the-first-quarter-and-full-year-2014-514033121.html,,,
745,746,Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival---call-for-entries-514018031.html,,,
746,747,Air Canada announces adoption ,https://www.newswire.ca/news-releases/air-canada-announces-adoption-of-advance-notice-by-law-514004351.html,,,
747,748,Air Canada rouge Expands to We,https://www.newswire.ca/news-releases/air-canada-rouge-expands-to-western-canada-513988101.html,,,
748,749,Air Canada Reports February Tr,https://www.newswire.ca/news-releases/air-canada-reports-february-traffic-results-513879281.html,,,
749,750,Media Advisory - Air Canada Pr,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-the-jp-morgan-2014-aviation-transportation--industrials-conference-513858251.html,,,
750,751,Air Canada Welcomes Agreement ,https://www.newswire.ca/news-releases/air-canada-welcomes-agreement-to-expand-air-services-between-canada-and-mexico-513760531.html,,,
751,752,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-jp-morgan-global-high-yield--leveraged-finance-conference-513758001.html,,,
752,753,Air Canada rouge offers 30 per,https://www.newswire.ca/news-releases/air-canada-rouge-offers-30-percent-more-capacity-with-launch-of-montreal-orlando-service-february-15th-513739791.html,,,
753,754,Air Canada Reports Record Full,https://www.newswire.ca/news-releases/air-canada-reports-record-full-year-2013-results-513717511.html,,,
754,755,Air Canada Reports Record Janu,https://www.newswire.ca/news-releases/air-canada-reports-record-january-load-factor-513680481.html,,,
755,756,Air Canada to Present Fourth Q,https://www.newswire.ca/news-releases/air-canada-to-present-fourth-quarter-and-full-year-2013-results-513633451.html,,,
756,757,Air Canada rouge to Offer More,https://www.newswire.ca/news-releases/air-canada-rouge-to-offer-more-caribbean-destinations-this-summer-from-toronto-and-montreal-513616381.html,,,
757,758,Air Canada Provides Pension Pl,https://www.newswire.ca/news-releases/air-canada-provides-pension-plan-solvency-update---domestic-plans-estimated-to-be-in-a-small-surplus-position-as-at-january-1-2014-513592141.html,,,
758,759,Air Canada Named Best Long Hau,https://www.newswire.ca/news-releases/air-canada-named-best-long-haul-airline-in-the-americas-513557801.html,,,
759,760,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-the-altacorp-capital-and-atb-corporate-financial-services-institutional-investor-conference-513540861.html,,,
760,761,Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513520421.html,,,
761,762,Air Canada Reports Record Load,https://www.newswire.ca/news-releases/air-canada-reports-record-load-factors-for-december-and-full-year-2013-513518261.html,,,
762,763,Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513490251.html,,,
763,764,Air Canada Advises Customers o,https://www.newswire.ca/news-releases/air-canada-advises-customers-of-reduced-operations-due-to-winter-storm-conditions-513490001.html,,,
764,765,Air Canada Confirms Approval o,https://www.newswire.ca/news-releases/air-canada-confirms-approval-of-regulations-extending-pension-funding-arrangements-513478491.html,,,
765,766,Charles Hamelin Voted Air Cana,https://www.newswire.ca/news-releases/charles-hamelin-voted-air-canada-athlete-of-the-year-513441861.html,,,
766,767,Air Canada Selects Boeing 737 ,https://www.newswire.ca/news-releases/air-canada-selects-boeing-737-max-to-renew-mainline-narrowbody-fleet-513428861.html,,,
767,768,Air Canada Tips for Smooth Win,https://www.newswire.ca/news-releases/air-canada-tips-for-smooth-winter-travel-513426201.html,,,
768,769,Air Canada Selects Air Georgia,https://www.newswire.ca/news-releases/air-canada-selects-air-georgian-to-operate-additional-regional-routes-under-rfp-process-513415371.html,,,
769,770,Air Canada Voted Top Honours i,https://www.newswire.ca/news-releases/air-canada-voted-top-honours-in-travel-magazine-awards-513398921.html,,,
770,771,Air Canada to launch Tokyo-Han,https://www.newswire.ca/news-releases/air-canada-to-launch-tokyo-haneda-dreamliner-service-from-toronto-513385831.html,,,
771,772,Air Canada Reports November Lo,https://www.newswire.ca/news-releases/air-canada-reports-november-load-factor-513374201.html,,,
772,773,Air Canada Premiers New Boeing,https://www.newswire.ca/news-releases/air-canada-premiers-new-boeing-787-dreamliner-cabin-interiors-513370431.html,,,
773,774,Air Canada Premiers New Boeing,https://www.newswire.ca/news-releases/air-canada-premiers-new-boeing-787-dreamliner-cabin-interiors-513366041.html,,,
774,775,Air Canada Comments on Jazz Be,https://www.newswire.ca/news-releases/air-canada-comments-on-jazz-benchmark-arbitration-513307631.html,,,
775,776,Air Canada Invites Canadians t,https://www.newswire.ca/news-releases/air-canada-invites-canadians-to-select-the-winner-of-the-air-canada-athlete-of-the-year-award-2013-513274151.html,,,
776,777,Air Canada Cargo and Cargojet ,https://www.newswire.ca/news-releases/air-canada-cargo-and-cargojet-begin-discussions-towards-commercial-cooperation-513271761.html,,,
777,778,Media Advisory - Air Canada Pr,https://www.newswire.ca/news-releases/media-advisory---air-canada-president-and-chief-executive-officer-calin-rovinescu-to-present-at-scotiabank-transportation-and-aerospace-conference-2013-513241761.html,,,
778,779,Air Canada Reports Record Thir,https://www.newswire.ca/news-releases/air-canada-reports-record-third-quarter-2013-results-513207601.html,,,
779,780,Air Canada Comments on Unusual,https://www.newswire.ca/news-releases/air-canada-comments-on-unusual-share-trading-activity-513198241.html,,,
780,781,Air Canada Reports October Loa,https://www.newswire.ca/news-releases/air-canada-reports-october-load-factor-513190801.html,,,
781,782,Air Canada Named One of Canada,https://www.newswire.ca/news-releases/air-canada-named-one-of-canadas-top-employers-for-2014-513134191.html,,,
782,783,Greater Toronto Airports Autho,https://www.newswire.ca/news-releases/greater-toronto-airports-authority-and-air-canada-announce-a-new-commercial-agreement-to-build-global-hub-513120151.html,,,
783,784,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2013-third-quarter-results-513119361.html,,,
784,785,Greater Toronto Airports Autho,https://www.newswire.ca/news-releases/greater-toronto-airports-authority-and-air-canada-announce-a-new-commercial-agreement-to-build-global-hub-513118021.html,,,
785,786,Air Canada enRoute Film Festiv,https://www.newswire.ca/news-releases/air-canada-enroute-film-festival-presents-a-film-industry-panel-in-montreal-513115221.html,,,
786,787,Air Canada Launches New Reward,https://www.newswire.ca/news-releases/air-canada-launches-new-rewards-program-for-business-513101401.html,,,
787,788,Air Canada Opens New Maple Lea,https://www.newswire.ca/news-releases/air-canada-opens-new-maple-leaf-lounge-at-frankfurt-hub-showcasing-canadian-design-and-artwork-513086901.html,,,
788,789,Air Canada Opens New Maple Lea,https://www.newswire.ca/news-releases/air-canada-opens-new-maple-leaf-lounge-at-frankfurt-hub-showcasing-canadian-design-and-artwork-513086971.html,,,
789,790,Air Canada Adds Montreal-Barce,https://www.newswire.ca/news-releases/air-canada-adds-montreal-barcelona-and-montreal-nice-non-stop-flights-for-summer-2014-schedule-513074711.html,,,
790,791,Air Canada Launches Major Euro,https://www.newswire.ca/news-releases/air-canada-launches-major-european-expansion-513073661.html,,,
791,792,Air Canada Reports September L,https://www.newswire.ca/news-releases/air-canada-reports-september-load-factor-and-updates-guidance-513058031.html,,,
792,793,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president--chief-financial-officer-michael-rousseau-to-present-at-rbc---2013-canadian-airline--aerospace-investor-day-513056381.html,,,
793,794,Air Canada and Air China Expan,https://www.newswire.ca/news-releases/air-canada-and-air-china-expand-cooperation-agreement-enhancing-codeshare-and-interline-connections-between-canada-and-china-513032401.html,,,
794,795,Air Canada Completes Its $1.4 ,https://www.newswire.ca/news-releases/air-canada-completes-its-14-billion-refinancing-transaction-513016221.html,,,
795,796,Air Canada Signs Maintenance A,https://www.newswire.ca/news-releases/air-canada-signs-maintenance-agreement-with-premier-aviation-trois-rivieres-facility-employs-120-technicians-513000141.html,,,
796,797,Air Canada to Undertake Reques,https://www.newswire.ca/news-releases/air-canada-to-undertake-request-for-proposals-for-certain-us-regional-transborder-routes-512989961.html,,,
797,798,Air Canada Announces Early Ten,https://www.newswire.ca/news-releases/air-canada-announces-early-tender-and-consent-solicitation-results-512974071.html,,,
798,799,Air Canada Announces Executive,https://www.newswire.ca/news-releases/air-canada-announces-executive-realignment-512963821.html,,,
799,800,Air Canada Shares (AC.B) To Be,https://www.newswire.ca/news-releases/air-canada-shares-acb-to-be-added-to-sptsx-composite-index-september-20-2013-512946401.html,,,
800,801,Air Canada Named Canada's Pref,https://www.newswire.ca/news-releases/air-canada-named-canadas-preferred-airline-by-frequent-business-travellers-in-ipsos-reid-survey-512941991.html,,,
801,802,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-present-at-cibc-12th-annual-eastern-institutional-investor-conference-512935831.html,,,
802,803,Air Canada Announces Proposed ,https://www.newswire.ca/news-releases/air-canada-announces-proposed-refinancing-transaction-launches-tender-offers-and-consent-solicitations-for-its-9250-senior-secured-notes-due-2015-10125-senior-secured-notes-due-2015-and-12000-senior-second-lien-notes-due-512890431.html,,,
803,804,Air Canada Reports Record Augu,https://www.newswire.ca/news-releases/air-canada-reports-record-august-load-factor-512888681.html,,,
804,805,Air Canada Completes Transfer ,https://www.newswire.ca/news-releases/air-canada-completes-transfer-of-embraer-175-regional-jets-to-sky-regional-512884791.html,,,
805,806,Air Canada Foundation Golf Tou,https://www.newswire.ca/news-releases/air-canada-foundation-golf-tournament-raises-over-600000-for-children-in-need-512879311.html,,,
806,807,Red Deer Flight Departure puts,https://www.newswire.ca/news-releases/red-deer-flight-departure-puts-central-alberta-officially-on-air-canadas-global-network-map-512871531.html,,,
807,808,Air Canada Issues 2012 Corpora,https://www.newswire.ca/news-releases/air-canada-issues-2012-corporate-sustainability-report-512867811.html,,,
808,809,Air Canada Opens State-of-the-,https://www.newswire.ca/news-releases/air-canada-opens-state-of-the-art-global-operations-centre-in-brampton-ontario-512819331.html,,,
809,810,Media Advisory - Air Canada in,https://www.newswire.ca/news-releases/media-advisory---air-canada-invites-media-to-tour-its-new-state-of-the-art-operations-centre-512809771.html,,,
810,811,Air Canada Extends Montreal-Sa,https://www.newswire.ca/news-releases/air-canada-extends-montreal-san-francisco-flights-year-round-512786191.html,,,
811,812,Air Canada Further Expands Ser,https://www.newswire.ca/news-releases/air-canada-further-expands-service-to-sydney-nova-scotia-with-daily-year-round-flights-to-toronto-512785041.html,,,
812,813,Air Canada Reports Record Seco,https://www.newswire.ca/news-releases/air-canada-reports-record-second-quarter-2013-results-512779981.html,,,
813,814,Air Canada Reports July Load F,https://www.newswire.ca/news-releases/air-canada-reports-july-load-factor-512778871.html,,,
814,815,Air Canada and Airbus win Eco-,https://www.newswire.ca/news-releases/air-canada-and-airbus-win-eco-partnership-award-for-north-americas-first-perfect-flight-512768401.html,,,
815,816,Air Canada Takes to the Slopes,https://www.newswire.ca/news-releases/air-canada-takes-to-the-slopes-with-toronto---vail-colorado-non-stop-flights-512763901.html,,,
816,817,Air Canada Introduces Halifax ,https://www.newswire.ca/news-releases/air-canada-introduces-halifax---fort-lauderdale-seasonal-flights-512762811.html,,,
817,818,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-2013-second-quarter-results-512739981.html,,,
818,819,Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival-finalists-to-be-announced-at-vancouver-screening-event-512709831.html,,,
819,820,Air Canada to launch service t,https://www.newswire.ca/news-releases/air-canada-to-launch-service-to-red-deer-ab-connecting-central-alberta-to-international-network-512704261.html,,,
820,821,Air Canada Reports June Load F,https://www.newswire.ca/news-releases/air-canada-reports-june-load-factor-512687241.html,,,
821,822,Air Canada Welcomes Strengthen,https://www.newswire.ca/news-releases/air-canada-welcomes-strengthened-canada-china-air-bilateral-512686631.html,,,
822,823,Air Canada Announces Election ,https://www.newswire.ca/news-releases/air-canada-announces-election-of-directors-512666101.html,,,
823,824,Air Canada Announces Terminati,https://www.newswire.ca/news-releases/air-canada-announces-termination-of-tender-offers-and-consent-solicitations-512662471.html,,,
824,825,Air Canada rouge Service Expan,https://www.newswire.ca/news-releases/air-canada-rouge-service-expands-to-more-holiday-destinations-with-2013-2014-winter-schedule-512641521.html,,,
825,826,Air Canada Hot Self-Service Ti,https://www.newswire.ca/news-releases/air-canada-hot-self-service-tips-for-cool-summer-travel-512616941.html,,,
826,827,Air Canada Named 'Best Airline,https://www.newswire.ca/news-releases/air-canada-named-best-airline-in-north-america-in-skytrax-global-survey-of-more-than-18-million-air-travellers-512607051.html,,,
827,828,Air Canada Launches Tender Off,https://www.newswire.ca/news-releases/air-canada-launches-tender-offers-and-consent-solicitations-for-its-9250-senior-secured-notes-due-2015-10125-senior-secured-notes-due-2015-and-12000-senior-second-lien-notes-due-2016-512589811.html,,,
828,829,Air Canada Executives Present ,https://www.newswire.ca/news-releases/air-canada-executives-present-at-investor-day-conference-and-provide-an-update-on-guidance-512550841.html,,,
829,830,Air Canada Reports May Load Fa,https://www.newswire.ca/news-releases/air-canada-reports-may-load-factor-512534041.html,,,
830,831,Media Advisory - Air Canada Ex,https://www.newswire.ca/news-releases/media-advisory---air-canada-executive-vice-president-and-chief-financial-officer-michael-rousseau-to-participate-in-a-fireside-chat-presentation-at-the-national-bank-financial-3rd-annual-quebec-conference-512513291.html,,,
831,832,Air Canada Gift Cards Now Taki,https://www.newswire.ca/news-releases/air-canada-gift-cards-now-taking-off---first-airline-in-canada-to-offer-the-gift-of-travel-through-a-genuine-and-convenient-gift-card-512491311.html,,,
832,833,/R E P E A T -- Media Advisory,https://www.newswire.ca/news-releases/r-e-p-e-a-t----media-advisory---air-canada-to-host-2013-investor-day-in-toronto-on-june-10-512473551.html,,,
833,834,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-host-2013-investor-day-in-toronto-on-june-10-512392651.html,,,
834,835,Air Canada Announces Closing o,https://www.newswire.ca/news-releases/air-canada-announces-closing-of-private-offering-of-enhanced-equipment-trust-certificates-512392431.html,,,
835,836,Air Canada Welcomes Automated ,https://www.newswire.ca/news-releases/air-canada-welcomes-automated-passport-control-at-yvr-to-streamline-travel-to-the-usa-512380311.html,,,
836,837,Air Canada Reports April Load ,https://www.newswire.ca/news-releases/air-canada-reports-april-load-factor-512367591.html,,,
837,838,Air Canada Reports First Quart,https://www.newswire.ca/news-releases/air-canada-reports-first-quarter-2013-results-512363801.html,,,
838,839,Media Advisory - Air Canada Vi,https://www.newswire.ca/news-releases/media-advisory---air-canada-vice-president-financial-planning-and-analysis-amos-kazzaz-to-present-at-bank-of-america-merrill-lynch-global-transportation-conference-512359371.html,,,
839,840,Air Canada Supports Keeping th,https://www.newswire.ca/news-releases/air-canada-supports-keeping-the-international-civil-aviation-organizations-icao-headquarters-in-montreal-512339301.html,,,
840,841,Etihad Airways and Air Canada ,https://www.newswire.ca/news-releases/etihad-airways-and-air-canada-to-introduce-codeshare-services-512325231.html,,,
841,842,Air Canada Announces Pricing o,https://www.newswire.ca/news-releases/air-canada-announces-pricing-of-private-offerings-of-enhanced-equipment-trust-certificates-512322221.html,,,
842,843,Media Advisory - Air Canada to,https://www.newswire.ca/news-releases/media-advisory---air-canada-to-present-first-quarter-2013-results-512319921.html,,,
843,844,Air Canada Announces Private O,https://www.newswire.ca/news-releases/air-canada-announces-private-offering-of-enhanced-equipment-trust-certificates-512318551.html,,,
844,845,Air Canada Toronto-Dublin Flig,https://www.newswire.ca/news-releases/air-canada-toronto-dublin-flights-to-be-extended-year-round-in-2014-with-introduction-of-air-canada-rouge-service-512311151.html,,,
845,846,Air Canada Provides First Quar,https://www.newswire.ca/news-releases/air-canada-provides-first-quarter-preliminary-results-and-updated-full-year-2013-guidance-512303731.html,,,
846,847,Air Canada's enRoute Film Fest,https://www.newswire.ca/news-releases/air-canadas-enroute-film-festival---call-for-entries-512298701.html,,,
847,848,Travel Advisory: Air Canada Mo,https://www.newswire.ca/news-releases/travel-advisory-air-canada-modifies-check-in-deadline-on-flights-within-canada-to-minimum-45-minutes-prior-to-departure-512214751.html,,,
848,849,Air Canada Reports Record Marc,https://www.newswire.ca/news-releases/air-canada-reports-record-march-load-factor-512190171.html,,,
849,850,Air Canada customers connectin,https://www.newswire.ca/news-releases/air-canada-customers-connecting-to-the-us-through-toronto-now-benefit-from-fully-automated-baggage-handling-512139271.html,,,
850,851,Air Canada customers connectin,https://www.newswire.ca/news-releases/air-canada-customers-connecting-to-the-us-through-toronto-now-benefit-from-fully-automated-baggage-handling-512138391.html,,,
