,Titr,URL
952,Air Canada and CAW R,https://www.newswire.ca/news-releases/air-canada-and-caw-reach-tentative-agreement-on-new-contract-for-in-flight-service-crew-schedulers-509616231.html
953,Air Canada and IAMAW,https://www.newswire.ca/news-releases/air-canada-and-iamaw-reach-tentative-agreement-on-new-contract-509609261.html
954,Air Canada Reports F,https://www.newswire.ca/news-releases/air-canada-reports-full-year-and-fourth-quarter-2011-results-509596301.html
955,Air Canada Introduce,https://www.newswire.ca/news-releases/air-canada-introduces-all-inclusive-price-advertising-with-worldwide-seat-sale-marking-its-75th-anniversary-celebrations-509585671.html
956,Air Canada Strengthe,https://www.newswire.ca/news-releases/air-canada-strengthens-leading-position-in-new-york-city-with-new-non-stop-flights-to-jfk-and-hourly-flights-to-laguardia-509485401.html
957,Air Canada Comments ,https://www.newswire.ca/news-releases/air-canada-comments-on-negotiations-with-acpa-509484261.html
958,Air Canada Reports D,https://www.newswire.ca/news-releases/air-canada-reports-december-and-full-year-2011-traffic-509411511.html
959,Heathrow conditions ,https://www.newswire.ca/news-releases/heathrow-conditions-continue-to-limit-air-canada-flights-to-london-507210791.html
960,Heathrow Closure For,https://www.newswire.ca/news-releases/heathrow-closure-forces-cancellation-of-additional-air-canada-flights-507208741.html
961,Weather forces cance,https://www.newswire.ca/news-releases/weather-forces-cancellation-of-several-air-canada-london-flights-507208601.html
